row,title,doi,status,detail
372,Insulated transcriptional elements enable precise design of genetic circuits,https://doi.org/10.1038/s41467-017-00063-z,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-017-00063-z.pdf
373,Insulin fine-tunes self-renewal pathways governing naive pluripotency and extra-embryonic endoderm,https://doi.org/10.1038/ncb3617,no_content_found,DOI resolves but no OA PDF or abstract was found
374,Integrated Multi-omic Framework of the Plant Response to Jasmonic Acid,https://doi.org/10.1038/s41477-020-0605-7,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41477-020-0605-7.txt
375,Integrated Proteogenomic Characterization of HBV-Related Hepatocellular Carcinoma.,https://doi.org/10.1016/j.cell.2019.08.052,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2019.08.052.txt
376,Integrating barcoded neuroanatomy with spatial transcriptional profiling enables identification of gene correlates of projections,https://doi.org/10.1038/s41593-021-00842-4,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41593-021-00842-4.txt
377,Integrating Fuzzy Clustering and Graph Convolution Network to Accurately Identify Clusters From Attributed Graph,https://doi.org/10.1109/TNSE.2024.3524077,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TNSE.2024.3524077.txt
378,Integrative Multi-Omics Approaches in Cancer Research: From Biological Networks to Clinical Subtypes,https://doi.org/10.14348/molcells.2021.0042,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.14348_molcells.2021.0042.txt
379,Integrative network analysis identifies cell-specific trans regulators of m6A,https://doi.org/10.1093/nar/gkz1206,invalid_doi,DOI does not resolve via Crossref
380,Integrative spatial analysis reveals a multi-layered organization of glioblastoma,https://doi.org/10.1101/2023.07.06.547924,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1101_2023.07.06.547924.pdf
381,Integrator Recruits Protein Phosphatase 2A to Prevent Pause Release and Facilitate Transcription Termination,https://doi.org/10.1016/j.molcel.2020.08.016,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2020.08.016.txt
382,Intelligence is associated with the modular structure of intrinsic brain networks,https://doi.org/10.1038/s41598-017-15795-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-017-15795-7.pdf
383,Interactome-based approaches to human disease,https://doi.org/10.1016/J.COISB.2017.04.015,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.COISB.2017.04.015.txt
384,Interneuron Types as Attractors and Controllers,https://doi.org/10.1146/annurev-neuro-070918-050421,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1146_annurev-neuro-070918-050421.txt
385,Interplay between inflammation and cancer.,https://doi.org/10.1016/bs.apcsb.2019.09.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_bs.apcsb.2019.09.004.txt
386,Interpretation of Cancer Mutations Using a Multiscale Map of Protein Systems,https://doi.org/10.1126/science.abf3067,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.abf3067.txt
387,Interrogating the topological robustness of gene regulatory circuits by randomization,https://doi.org/10.1371/journal.pcbi.1005456,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1005456.pdf
388,"Interrogation of Mammalian Protein Complex Structure, Function, and Membership Using Genome-Scale Fitness Screens",https://doi.org/10.1016/j.cels.2018.04.011,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2018.04.011.txt
389,Intrinsically disordered proteins in the nucleus of human cells,https://doi.org/10.1016/j.bbrep.2015.03.003,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.bbrep.2015.03.003.txt
390,INTS10–INTS13–INTS14 form a functional module of Integrator that binds nucleic acids and the cleavage module,https://doi.org/10.1038/s41467-020-17232-2,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-020-17232-2.pdf
391,Investigation on Changes of Modularity and Robustness by Edge-Removal Mutations in Signaling Networks,https://doi.org/10.1186/s12918-017-0505-2,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12918-017-0505-2.pdf
392,Is functional integration of resting state brain networks an unspecific biomarker for working memory performance?,https://doi.org/10.1016/j.neuroimage.2014.12.046,no_content_found,DOI resolves but no OA PDF or abstract was found
393,Is stochastic thermodynamics the key to understanding the energy costs of computation?,https://doi.org/10.1073/pnas.2321112121,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.2321112121.txt
394,It is time to apply biclustering: a comprehensive review of biclustering applications in biological and biomedical data,https://doi.org/10.1093/bib/bby014,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bby014.txt
395,Keeping the Proportions of Protein Complex Components in Check,https://doi.org/10.1016/j.cels.2020.01.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2020.01.004.txt
396,Ketamine disinhibits dendrites and enhances calcium signals in prefrontal dendritic spines,https://doi.org/10.1038/s41467-019-13809-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-019-13809-8.pdf
397,Key biological processes driving metastatic spread of pancreatic cancer as identified by multi-omics studies.,https://doi.org/10.1016/j.semcancer.2017.03.008,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.semcancer.2017.03.008.txt
398,Kinase Interaction Network Expands Functional and Disease Roles of Human Kinases,https://doi.org/10.1016/j.molcel.2020.07.001,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2020.07.001.txt
399,Knowledge infrastructure and safe operating spaces in social–ecological systems,https://doi.org/10.1073/pnas.1802885115,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1802885115.txt
400,L-GRAAL: Lagrangian graphlet-based network aligner,https://doi.org/10.1093/bioinformatics/btv130,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioinformatics_btv130.txt
401,Landscape of the Plasmodium Interactome Reveals Both Conserved and Species-Specific Functionality,https://doi.org/10.1016/j.celrep.2019.07.019,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2019.07.019.txt
402,Large-Scale Deep Multi-Layer Analysis of Alzheimer’s Disease Brain Reveals Strong Proteomic Disease-Related Changes Not Observed at the RNA Level,https://doi.org/10.1038/s41593-021-00999-y,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41593-021-00999-y.pdf
403,Lateral Root Formation in Arabidopsis: A Well-Ordered LRexit.,https://doi.org/10.1016/j.tplants.2019.06.015,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tplants.2019.06.015.txt
404,Learning causal networks using inducible transcription factors and transcriptome‐wide time series,https://doi.org/10.15252/msb.20199174,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20199174.txt
405,Learning Without Neurons in Physical Systems,https://doi.org/10.1146/annurev-conmatphys-040821-113439,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1146_annurev-conmatphys-040821-113439.pdf
406,Lessons from equilibrium statistical physics regarding the assembly of protein complexes,https://doi.org/10.1073/pnas.1911028117,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1911028117.txt
407,Life's building blocks: the modular path to multiscale complexity,https://doi.org/10.3389/fsysb.2024.1417800,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fsysb.2024.1417800.pdf
408,LIMT is a novel metastasis inhibiting lncRNA suppressed by EGF and downregulated in aggressive breast cancer,https://doi.org/10.15252/emmm.201606198,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_emmm.201606198.txt
409,Linear integration of ERK activity predominates over persistence detection in Fra-1 regulation,https://doi.org/10.1016/j.cels.2017.10.019,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2017.10.019.txt
410,Link prediction approach combined graph neural network with capsule network,https://doi.org/10.1016/j.eswa.2022.118737,no_content_found,DOI resolves but no OA PDF or abstract was found
411,"Link prediction techniques, applications, and performance: A survey",https://doi.org/10.1016/j.physa.2020.124289,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.physa.2020.124289.txt
412,Living Things Are Not (20th Century) Machines: Updating Mechanism Metaphors in Light of the Modern Science of Machine Behavior,https://doi.org/10.3389/fevo.2021.650726,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fevo.2021.650726.pdf
413,Local dominance unveils clusters in networks,https://doi.org/10.1038/s42005-024-01635-4,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s42005-024-01635-4.pdf
414,Local versus global biological network alignment,https://doi.org/10.1093/bioinformatics/btw348,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioinformatics_btw348.txt
415,Logic-based modeling of biological networks with Netflux,https://doi.org/10.1371/journal.pcbi.1012864,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1371_journal.pcbi.1012864.txt
416,Logic-based modeling of biological networks with Netflux,https://doi.org/10.1371/journal.pcbi.1012864,abstract_downloaded,already present
417,Long-term training modifies the modular structure and organization of walking balance control.,https://doi.org/10.1152/jn.00758.2015,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1152_jn.00758.2015.txt
418,Longitudinal Changes in the Cerebral Cortex Functional Organization of Healthy Elderly,https://doi.org/10.1523/JNEUROSCI.1451-18.2019,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1523_JNEUROSCI.1451-18.2019.txt
419,Machine learning for synergistic network pharmacology: a comprehensive overview,https://doi.org/10.1093/bib/bbad120,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbad120.txt
420,Macroecological trends in nestedness and modularity of seed-dispersal networks: human impact matters,https://doi.org/10.1111/GEB.12270,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_GEB.12270.txt
421,Mafb and c-Maf Have Prenatal Compensatory and Postnatal Antagonistic Roles in Cortical Interneuron Fate and Function,https://doi.org/10.1016/j.celrep.2019.01.031,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2019.01.031.txt
422,Maize root-associated niches determine the response variation in bacterial community assembly and function to phthalate pollution.,https://doi.org/10.1016/j.jhazmat.2022.128280,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.jhazmat.2022.128280.txt
423,MAPK and PI3K Signaling: at the Crossroads of Neural Crest Development,https://doi.org/10.1016/j.ydbio.2018.02.003,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.ydbio.2018.02.003.txt
424,Mapping Connections in Signaling Networks with Ambiguous Modularity,https://doi.org/10.1038/s41540-019-0096-1,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41540-019-0096-1.pdf
425,Mapping the genetic landscape of human cells,https://doi.org/10.1016/j.cell.2018.06.010,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2018.06.010.txt
426,Mapping the multiscale structure of biological systems,https://doi.org/10.1016/j.cels.2021.05.012,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2021.05.012.txt
427,Mapping the multiscale structure of biological systems,https://doi.org/10.1016/j.cels.2021.05.012,abstract_downloaded,already present
428,Mass spectrometry‐based protein–protein interaction networks for the study of human diseases,https://doi.org/10.15252/msb.20188792,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20188792.txt
429,Maximizing binary interactome mapping with a minimal number of assays,https://doi.org/10.1038/s41467-019-11809-2,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-019-11809-2.pdf
430,MDA-GCNFTG: identifying miRNA-disease associations based on graph convolutional networks via graph sampling through the feature and topology graph,https://doi.org/10.1093/bib/bbab165,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbab165.txt
431,Measuring Node Contribution to Community Structure With Modularity Vitality,https://doi.org/10.1109/TNSE.2020.3049068,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1109_TNSE.2020.3049068.pdf
432,Mechanisms of mutational robustness in transcriptional regulation,https://doi.org/10.3389/fgene.2015.00322,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2015.00322.pdf
433,Membrane identity and GTPase cascades regulated by toggle and cut-out switches,https://doi.org/10.1038/msb.2008.45,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_msb.2008.45.txt
434,Metabolites are not genes — avoiding the misuse of pathway analysis in metabolomics,https://doi.org/10.1038/s42255-025-01283-0,no_content_found,DOI resolves but no OA PDF or abstract was found
435,Metabolomics in Diabetes and Diabetic Complications: Insights from Epidemiological Studies,https://doi.org/10.3390/cells10112832,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_cells10112832.txt
436,Methods for depicting overlap in overviews of systematic reviews: An introduction to static tabular and graphical displays.,https://doi.org/10.1016/j.jclinepi.2020.12.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.jclinepi.2020.12.004.txt
437,"Methods for protein complex prediction and their contributions towards understanding the organisation, function and dynamics of complexes",https://doi.org/10.1016/j.febslet.2015.04.026,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1016_j.febslet.2015.04.026.pdf
438,METTL3 acetylation impedes cancer metastasis via fine-tuning its nuclear and cytosolic functions,https://doi.org/10.1038/s41467-022-34209-5,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-022-34209-5.pdf
439,Microbes and complex diseases: from experimental results to computational models,https://doi.org/10.1093/bib/bbaa158,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbaa158.txt
440,"Microbiome Multi-Omics Network Analysis: Statistical Considerations, Limitations, and Opportunities",https://doi.org/10.3389/fgene.2019.00995,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2019.00995.pdf
441,Minimizing Context Dependency of Gene Networks Using Artificial Cells.,https://doi.org/10.1021/acsami.8b10029,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1021_acsami.8b10029.txt
442,miRNA551b-3p Activates an Oncostatin Signaling Module for the Progression of Triple-Negative Breast Cancer.,https://doi.org/10.1016/j.celrep.2019.11.085,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2019.11.085.txt
443,miRNet 2.0: network-based visual analytics for miRNA functional analysis and systems biology,https://doi.org/10.1093/nar/gkaa467,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkaa467.txt
444,Misuse of the Michaelis–Menten rate law for protein interaction networks and its remedy,https://doi.org/10.1371/journal.pcbi.1008258,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1008258.pdf
445,"Mitigating off‐target effects of small RNAs: conventional approaches, network theory and artificial intelligence",https://doi.org/10.1111/bph.17302,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_bph.17302.txt
446,Model organism data evolving in support of translational medicine,https://doi.org/10.1038/s41684-018-0150-4,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41684-018-0150-4.txt
447,Modular Analysis and Design of Biological Circuits,https://doi.org/10.1016/j.copbio.2019.08.005,doi_title_mismatch,Crossref title: 'Multi-faceted approaches to discovering and predicting microbial nutritional interactions' | saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.copbio.2019.08.005.txt
448,Modular Assembly of Polysaccharide-Degrading Marine Microbial Communities.,https://doi.org/10.1016/j.cub.2019.03.047,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cub.2019.03.047.txt
449,Modular Cell Biology: Retroactivity and Insulation,https://doi.org/10.1038/msb4100204,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_msb4100204.txt
450,Modular Composition of Gene Transcription Networks,https://doi.org/10.1371/journal.pcbi.1003486,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1003486.pdf
451,Modular Deep Learning,https://doi.org/10.48550/arXiv.2302.11529,invalid_doi,DOI does not resolve via Crossref
452,Modular epistasis and the compensatory evolution of gene deletion mutants,https://doi.org/10.1371/journal.pgen.1007958,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pgen.1007958.pdf
453,Modular Evolution of the Drosophila Metabolome,https://doi.org/10.1093/molbev/msab307,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_molbev_msab307.txt
454,Modular organization of cellular networks,https://doi.org/10.1073/pnas.0237338100,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.0237338100.txt
455,Modular‐level alterations of structure–function coupling in schizophrenia connectome,https://doi.org/10.1002/hbm.23501,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_hbm.23501.txt
456,Modularity and community structure in networks,https://www.pnas.org/doi/abs/10.1073/pnas.0601602103,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/https___www.pnas.org_doi_abs_10.1073_pnas.0601602103.pdf
457,Modularity and community structure in networks,https://www.pnas.org/doi/abs/10.1073/pnas.0601602103,paper_downloaded,already present
458,Modularity and community structure in networks,https://doi.org/10.1073/pnas.0601602103,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1073_pnas.0601602103.pdf
459,Modularity and stability in ecological communities,https://doi.org/10.1038/ncomms12031,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_ncomms12031.pdf
460,Modularity in Biological Networks,https://doi.org/10.3389/fgene.2021.701331,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2021.701331.pdf
461,Modularity of biological systems: a link,doi.org/10.1098/rsif.2023.0505,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/doi.org_10.1098_rsif.2023.0505.txt
462,Modularity of biological systems: a link,doi.org/10.1098/rsif.2023.0505,abstract_downloaded,already present
463,Modularity of biological systems: a link between structure and function,https://doi.org/10.1098/rsif.2023.0505,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rsif.2023.0505.txt
464,Modularity of biological systems: a link between structure and function,https://doi.org/10.1098/rsif.2023.0505,abstract_downloaded,already present
465,"Modularity, Context-Dependence, and Insulation in Engineered Biological Circuits",https://doi.org/10.1016/j.tibtech.2014.11.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tibtech.2014.11.009.txt
466,"Modularity: genes, development and evolution.",https://doi.org/10.1146/annurev-ecolsys-121415-032409,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1146_annurev-ecolsys-121415-032409.txt
467,Molecular and cellular evolution of the primate dorsolateral prefrontal cortex,https://doi.org/10.1126/science.abo7257,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.abo7257.txt
468,Molecular cartography uncovers evolutionary and microenvironmental dynamics in sporadic colorectal tumors,https://doi.org/10.1101/2023.03.09.530832,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_2023.03.09.530832.txt
469,Molecular Networks in Network Medicine: Development and Applications,https://doi.org/10.1002/wsbm.1489,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_wsbm.1489.txt
470,"Molecular, Spatial and Functional Single-Cell Profiling of the Hypothalamic Preoptic Region",https://doi.org/10.1126/science.aau5324,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.aau5324.txt
471,More is different in real-world multilayer networks,https://doi.org/10.1038/s41567-023-02132-1,no_content_found,DOI resolves but no OA PDF or abstract was found
472,Morphological evolution and modularity of the caecilian skull,https://doi.org/10.1186/s12862-018-1342-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12862-018-1342-7.pdf
473,MTGO: PPI Network Analysis Via Topological and Functional Module Identification,https://doi.org/10.1038/s41598-018-23672-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-018-23672-0.pdf
474,Mucus accumulation in the lungs precedes structural changes and infection in children with cystic fibrosis,https://doi.org/10.1126/scitranslmed.aav3488,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_scitranslmed.aav3488.pdf
475,Multifunctional soft machines based on stimuli-responsive hydrogels: from freestanding hydrogels to smart integrated systems,https://doi.org/10.1016/j.mtadv.2020.100088,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.mtadv.2020.100088.txt
476,Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior.,https://doi.org/10.1016/j.cell.2019.09.020,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2019.09.020.txt
477,Multimodal Analysis of Composition and Spatial Architecture in Human Squamous Cell Carcinoma,https://doi.org/10.1016/j.cell.2020.05.039,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2020.05.039.txt
478,Multimodal gradients across mouse cortex,https://doi.org/10.1073/pnas.1814144116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1814144116.txt
479,Multiple Network Alignment via MultiMAGNA++,https://doi.org/10.1109/TCBB.2017.2740381,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1109_TCBB.2017.2740381.pdf
480,Multiplexed live-cell profiling with Raman probes,https://doi.org/10.1038/s41467-021-23700-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-021-23700-0.pdf
481,Multiscale community detection in Cytoscape,https://doi.org/10.1371/journal.pcbi.1008239,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1008239.pdf
482,Multivalent Histone and DNA Engagement by a PHD/BRD/PWWP Triple Reader Cassette Recruits ZMYND8 to K14ac-Rich Chromatin,https://doi.org/10.1016/j.celrep.2016.11.014,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.celrep.2016.11.014.txt
483,MyD88 Death-Domain Oligomerization Determines Myddosome Architecture: Implications for Toll-like Receptor Signaling,https://doi.org/10.1016/j.str.2020.01.003,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.str.2020.01.003.txt
484,Natively unfolded FG-repeats stabilize the structure of the nuclear pore complex,https://doi.org/10.1016/j.cell.2017.09.033,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2017.09.033.txt
485,NetCoMi: network construction and comparison for microbiome data in R,https://doi.org/10.1093/bib/bbaa290,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbaa290.txt
486,Network analyses in microbiome based on high-throughput multi-omics data,https://doi.org/10.1093/bib/bbaa005,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbaa005.txt
487,Network analysis of immunotherapy-induced regressing tumours identifies novel synergistic drug combinations,https://doi.org/10.1038/srep12298,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_srep12298.pdf
488,Network analysis of mineralogical systems,https://doi.org/10.2138/am-2017-6104CCBYNCND,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.2138_am-2017-6104CCBYNCND.txt
489,Network constraints on learnability of probabilistic motor sequences,https://doi.org/10.1038/s41562-018-0463-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41562-018-0463-8.pdf
490,Network enhancement as a general method to denoise weighted biological networks,https://doi.org/10.1038/s41467-018-05469-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-018-05469-x.pdf
491,Network medicine framework for identifying drug-repurposing opportunities for COVID-19,https://doi.org/10.1073/pnas.2025581118,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.2025581118.txt
492,Network medicine framework reveals generic herb-symptom effectiveness of traditional Chinese medicine,https://doi.org/10.1126/sciadv.adh0215,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_sciadv.adh0215.pdf
493,Network Medicine in Pathobiology.,https://doi.org/10.1016/j.ajpath.2019.03.009,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.ajpath.2019.03.009.txt
494,Network Medicine in the Age of Biomedical Big Data,https://doi.org/10.3389/fgene.2019.00294,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2019.00294.pdf
495,Network morphospace,https://doi.org/10.1098/rsif.2014.0881,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1098_rsif.2014.0881.txt
